* Measurement data measured by REW V5.19
* Source: Vector average
* Format: Vector average
* Dated: Feb 2, 2019 7:16:44 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 65.0 dB
* Note: Vector average of Feb 2 19:08:03, Feb 2 19:10:03, Feb 2 19:11:53, Feb 2 19:13:10, Feb 2 19:14:39, Feb 2 19:16:14
* Measurement: Vector average
* Smoothing: 1/12 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10795.899 65.680 -29.582
10796.266 65.679 -30.035
10796.632 65.679 -30.484
10796.998 65.678 -30.938
10797.364 65.678 -31.391
10797.730 65.678 -31.840
10798.097 65.677 -32.293
10798.463 65.677 -32.746
10798.829 65.676 -33.195
10799.195 65.676 -33.648
10799.562 65.675 -34.102
10799.928 65.675 -34.551
10800.294 65.674 -35.004
10800.660 65.674 -35.457
10801.026 65.674 -35.910
10801.393 65.673 -36.359
10801.759 65.673 -36.812
10802.125 65.672 -37.266
10802.491 65.672 -37.715
10802.857 65.671 -38.168
10803.224 65.671 -38.621
10803.590 65.671 -39.074
10803.956 65.670 -39.523
10804.322 65.670 -39.977
10804.688 65.669 -40.430
10805.055 65.669 -40.883
10805.421 65.668 -41.332
10805.787 65.668 -41.785
10806.153 65.668 -42.238
10806.520 65.667 -42.691
10806.886 65.667 -43.141
10807.252 65.666 -43.594
10807.618 65.666 -44.047
10807.984 65.665 -44.500
10808.351 65.665 -44.949
10808.717 65.665 -45.402
10809.083 65.664 -45.855
10809.449 65.664 -46.309
10809.815 65.663 -46.762
10810.182 65.663 -47.211
10810.548 65.663 -47.664
10810.914 65.662 -48.117
10811.280 65.662 -48.570
10811.646 65.661 -49.023
10812.013 65.661 -49.473
10812.379 65.660 -49.926
10812.745 65.660 -50.379
10813.111 65.660 -50.832
10813.478 65.659 -51.285
10813.844 65.659 -51.734
10814.210 65.658 -52.188
10814.576 65.658 -52.641
10814.942 65.658 -53.094
10815.309 65.657 -53.547
10815.675 65.657 -54.000
10816.041 65.656 -54.449
10816.407 65.656 -54.902
10816.773 65.656 -55.355
10817.140 65.655 -55.809
10817.506 65.655 -56.262
10817.872 65.654 -56.715
10818.238 65.654 -57.168
10818.604 65.654 -57.617
10818.971 65.653 -58.070
10819.337 65.653 -58.523
10819.703 65.652 -58.977
10820.069 65.652 -59.430
10820.436 65.652 -59.883
10820.802 65.651 -60.336
10821.168 65.651 -60.789
10821.534 65.650 -61.238
10821.900 65.650 -61.691
10822.267 65.650 -62.145
10822.633 65.649 -62.598
10822.999 65.649 -63.051
10823.365 65.648 -63.504
10823.731 65.648 -63.957
10824.098 65.648 -64.410
10824.464 65.647 -64.863
10824.830 65.647 -65.316
10825.196 65.647 -65.770
10825.562 65.646 -66.219
10825.929 65.646 -66.672
10826.295 65.645 -67.125
10826.661 65.645 -67.578
10827.027 65.645 -68.031
10827.394 65.644 -68.484
10827.760 65.644 -68.938
10828.126 65.643 -69.391
10828.492 65.643 -69.844
10828.858 65.643 -70.297
10829.225 65.642 -70.750
10829.591 65.642 -71.203
10829.957 65.642 -71.656
10830.323 65.641 -72.109
10830.689 65.641 -72.562
10831.056 65.640 -73.016
10831.422 65.640 -73.469
10831.788 65.640 -73.922
10832.154 65.639 -74.375
10832.521 65.639 -74.828
10832.887 65.639 -75.281
10833.253 65.638 -75.734
10833.619 65.638 -76.188
10833.985 65.638 -76.641
10834.352 65.637 -77.094
10834.718 65.637 -77.547
10835.084 65.636 -78.000
10835.450 65.636 -78.453
10835.816 65.636 -78.906
10836.183 65.635 -79.359
10836.549 65.635 -79.812
10836.915 65.635 -80.266
10837.281 65.634 -80.719
10837.647 65.634 -81.172
10838.014 65.634 -81.625
10838.380 65.633 -82.078
10838.746 65.633 -82.531
10839.112 65.632 -82.984
10839.479 65.632 -83.438
10839.845 65.632 -83.891
10840.211 65.631 -84.344
10840.577 65.631 -84.797
10840.943 65.631 -85.250
10841.310 65.630 -85.703
10841.676 65.630 -86.156
10842.042 65.630 -86.609
10842.408 65.629 -87.062
10842.774 65.629 -87.516
10843.141 65.629 -87.969
10843.507 65.628 -88.422
10843.873 65.628 -88.875
10844.239 65.628 -89.328
10844.605 65.627 -89.781
10844.972 65.627 -90.238
10845.338 65.627 -90.691
10845.704 65.626 -91.145
10846.070 65.626 -91.598
10846.437 65.626 -92.051
10846.803 65.625 -92.504
10847.169 65.625 -92.957
10847.535 65.625 -93.410
10847.901 65.624 -93.863
10848.268 65.624 -94.316
10848.634 65.624 -94.770
10849.000 65.623 -95.223
10849.366 65.623 -95.680
10849.732 65.623 -96.133
10850.099 65.622 -96.586
10850.465 65.622 -97.039
10850.831 65.622 -97.492
10851.197 65.621 -97.945
10851.563 65.621 -98.398
10851.930 65.621 -98.852
10852.296 65.620 -99.305
10852.662 65.620 -99.762
10853.028 65.620 -100.215
10853.395 65.619 -100.668
10853.761 65.619 -101.121
10854.127 65.619 -101.574
10854.493 65.618 -102.027
10854.859 65.618 -102.480
10855.226 65.618 -102.934
10855.592 65.618 -103.391
10855.958 65.617 -103.844
10856.324 65.617 -104.297
10856.690 65.617 -104.750
10857.057 65.616 -105.203
10857.423 65.616 -105.656
10857.789 65.616 -106.109
10858.155 65.615 -106.566
10858.521 65.615 -107.020
10858.888 65.615 -107.473
10859.254 65.614 -107.926
10859.620 65.614 -108.379
10859.986 65.614 -108.832
10860.353 65.614 -109.285
10860.719 65.613 -109.742
10861.085 65.613 -110.195
10861.451 65.613 -110.648
10861.817 65.612 -111.102
10862.184 65.612 -111.555
10862.550 65.612 -112.008
10862.916 65.611 -112.465
10863.282 65.611 -112.918
10863.648 65.611 -113.371
10864.015 65.611 -113.824
10864.381 65.610 -114.277
10864.747 65.610 -114.730
10865.113 65.610 -115.188
10865.479 65.609 -115.641
10865.846 65.609 -116.094
10866.212 65.609 -116.547
10866.578 65.609 -117.000
10866.944 65.608 -117.453
10867.311 65.608 -117.910
10867.677 65.608 -118.363
10868.043 65.607 -118.816
10868.409 65.607 -119.270
10868.775 65.607 -119.723
10869.142 65.607 -120.180
10869.508 65.606 -120.633
10869.874 65.606 -121.086
10870.240 65.606 -121.539
10870.606 65.605 -121.992
10870.973 65.605 -122.449
10871.339 65.605 -122.902
10871.705 65.605 -123.355
10872.071 65.604 -123.809
10872.438 65.604 -124.262
10872.804 65.604 -124.719
10873.170 65.604 -125.172
10873.536 65.603 -125.625
10873.902 65.603 -126.078
10874.269 65.603 -126.531
10874.635 65.603 -126.988
10875.001 65.602 -127.441
10875.367 65.602 -127.895
10875.733 65.602 -128.348
10876.100 65.601 -128.801
10876.466 65.601 -129.258
10876.832 65.601 -129.711
10877.198 65.601 -130.164
10877.564 65.600 -130.617
10877.931 65.600 -131.070
10878.297 65.600 -131.527
10878.663 65.600 -131.980
10879.029 65.599 -132.434
10879.396 65.599 -132.887
10879.762 65.599 -133.344
10880.128 65.599 -133.797
10880.494 65.598 -134.250
10880.860 65.598 -134.703
10881.227 65.598 -135.156
10881.593 65.598 -135.613
10881.959 65.597 -136.066
10882.325 65.597 -136.520
10882.691 65.597 -136.973
10883.058 65.597 -137.430
10883.424 65.596 -137.883
10883.790 65.596 -138.336
10884.156 65.596 -138.789
10884.522 65.596 -139.242
10884.889 65.595 -139.699
10885.255 65.595 -140.152
10885.621 65.595 -140.605
10885.987 65.595 -141.059
10886.354 65.595 -141.512
10886.720 65.594 -141.969
10887.086 65.594 -142.422
10887.452 65.594 -142.875
10887.818 65.594 -143.328
10888.185 65.593 -143.785
10888.551 65.593 -144.238
10888.917 65.593 -144.691
10889.283 65.593 -145.145
10889.649 65.592 -145.598
10890.016 65.592 -146.055
10890.382 65.592 -146.508
10890.748 65.592 -146.961
10891.114 65.592 -147.414
10891.480 65.591 -147.871
10891.847 65.591 -148.324
10892.213 65.591 -148.777
10892.579 65.591 -149.230
10892.945 65.590 -149.684
10893.312 65.590 -150.141
10893.678 65.590 -150.594
10894.044 65.590 -151.047
10894.410 65.590 -151.500
10894.776 65.589 -151.953
10895.143 65.589 -152.410
10895.509 65.589 -152.863
10895.875 65.589 -153.316
10896.241 65.589 -153.770
10896.607 65.588 -154.227
10896.974 65.588 -154.680
10897.340 65.588 -155.133
10897.706 65.588 -155.586
10898.072 65.587 -156.039
10898.438 65.587 -156.496
10898.805 65.587 -156.949
10899.171 65.587 -157.402
10899.537 65.587 -157.855
10899.903 65.586 -158.309
10900.270 65.586 -158.766
10900.636 65.586 -159.219
10901.002 65.586 -159.672
10901.368 65.586 -160.125
10901.734 65.586 -160.578
10902.101 65.585 -161.035
10902.467 65.585 -161.488
10902.833 65.585 -161.941
10903.199 65.585 -162.395
10903.565 65.585 -162.848
10903.932 65.584 -163.305
10904.298 65.584 -163.758
10904.664 65.584 -164.211
10905.030 65.584 -164.664
10905.396 65.584 -165.117
10905.763 65.583 -165.570
10906.129 65.583 -166.027
10906.495 65.583 -166.480
10906.861 65.583 -166.934
10907.228 65.583 -167.387
10907.594 65.583 -167.840
10907.960 65.582 -168.297
10908.326 65.582 -168.750
10908.692 65.582 -169.203
10909.059 65.582 -169.656
10909.425 65.582 -170.109
10909.791 65.581 -170.562
10910.157 65.581 -171.020
10910.523 65.581 -171.473
10910.890 65.581 -171.926
10911.256 65.581 -172.379
10911.622 65.581 -172.832
10911.988 65.580 -173.285
10912.354 65.580 -173.738
10912.721 65.580 -174.195
10913.087 65.580 -174.648
10913.453 65.580 -175.102
10913.819 65.580 -175.555
10914.186 65.579 -176.008
10914.552 65.579 -176.461
10914.918 65.579 -176.914
10915.284 65.579 -177.371
10915.650 65.579 -177.824
10916.017 65.579 -178.277
10916.383 65.578 -178.730
10916.749 65.578 -179.184
10917.115 65.578 -179.637
10917.481 65.578 179.910
10917.848 65.578 179.457
10918.214 65.578 179.000
10918.580 65.578 178.547
10918.946 65.577 178.094
10919.312 65.577 177.641
10919.679 65.577 177.188
10920.045 65.577 176.734
10920.411 65.577 176.281
10920.777 65.577 175.828
10921.144 65.576 175.375
10921.510 65.576 174.922
10921.876 65.576 174.465
10922.242 65.576 174.012
10922.608 65.576 173.559
10922.975 65.576 173.105
10923.341 65.576 172.652
10923.707 65.576 172.199
10924.073 65.575 171.746
10924.439 65.575 171.293
10924.806 65.575 170.840
10925.172 65.575 170.387
10925.538 65.575 169.934
10925.904 65.575 169.480
10926.271 65.575 169.027
10926.637 65.574 168.574
10927.003 65.574 168.121
10927.369 65.574 167.664
10927.735 65.574 167.211
10928.102 65.574 166.758
10928.468 65.574 166.305
10928.834 65.574 165.852
10929.200 65.574 165.398
10929.566 65.573 164.945
10929.933 65.573 164.492
10930.299 65.573 164.039
10930.665 65.573 163.586
10931.031 65.573 163.133
10931.397 65.573 162.680
10931.764 65.573 162.227
10932.130 65.573 161.773
10932.496 65.572 161.320
10932.862 65.572 160.867
10933.229 65.572 160.414
10933.595 65.572 159.961
10933.961 65.572 159.508
10934.327 65.572 159.055
10934.693 65.572 158.602
10935.060 65.572 158.148
10935.426 65.572 157.695
10935.792 65.571 157.246
10936.158 65.571 156.793
10936.524 65.571 156.340
10936.891 65.571 155.887
10937.257 65.571 155.434
10937.623 65.571 154.980
10937.989 65.571 154.527
10938.355 65.571 154.074
10938.722 65.571 153.621
10939.088 65.570 153.168
10939.454 65.570 152.715
10939.820 65.570 152.262
10940.187 65.570 151.809
10940.553 65.570 151.355
10940.919 65.570 150.906
10941.285 65.570 150.453
10941.651 65.570 150.000
10942.018 65.570 149.547
10942.384 65.570 149.094
10942.750 65.570 148.641
10943.116 65.569 148.188
10943.482 65.569 147.734
10943.849 65.569 147.285
10944.215 65.569 146.832
10944.581 65.569 146.379
10944.947 65.569 145.926
10945.313 65.569 145.473
10945.680 65.569 145.020
10946.046 65.569 144.566
10946.412 65.569 144.117
10946.778 65.569 143.664
10947.145 65.568 143.211
10947.511 65.568 142.758
10947.877 65.568 142.305
10948.243 65.568 141.855
10948.609 65.568 141.402
10948.976 65.568 140.949
10949.342 65.568 140.496
10949.708 65.568 140.043
10950.074 65.568 139.594
10950.440 65.568 139.141
10950.807 65.568 138.688
10951.173 65.568 138.234
10951.539 65.568 137.785
10951.905 65.568 137.332
10952.271 65.567 136.879
10952.638 65.567 136.426
10953.004 65.567 135.977
10953.370 65.567 135.523
10953.736 65.567 135.070
10954.103 65.567 134.617
10954.469 65.567 134.168
10954.835 65.567 133.715
10955.201 65.567 133.262
10955.567 65.567 132.812
10955.934 65.567 132.359
10956.300 65.567 131.906
10956.666 65.567 131.457
10957.032 65.567 131.004
10957.398 65.567 130.551
10957.765 65.567 130.102
10958.131 65.566 129.648
10958.497 65.566 129.195
10958.863 65.566 128.746
10959.229 65.566 128.293
10959.596 65.566 127.840
10959.962 65.566 127.391
10960.328 65.566 126.938
10960.694 65.566 126.488
10961.061 65.566 126.035
10961.427 65.566 125.582
10961.793 65.566 125.133
10962.159 65.566 124.680
10962.525 65.566 124.230
10962.892 65.566 123.777
10963.258 65.566 123.328
10963.624 65.566 122.875
10963.990 65.566 122.422
10964.356 65.566 121.973
10964.723 65.566 121.520
10965.089 65.566 121.070
10965.455 65.566 120.617
10965.821 65.565 120.168
10966.188 65.565 119.715
10966.554 65.565 119.266
10966.920 65.565 118.812
10967.286 65.565 118.363
10967.652 65.565 117.910
10968.019 65.565 117.461
10968.385 65.565 117.008
10968.751 65.565 116.559
10969.117 65.565 116.105
10969.483 65.565 115.656
10969.850 65.565 115.207
10970.216 65.565 114.754
10970.582 65.565 114.305
10970.948 65.565 113.852
10971.314 65.565 113.402
10971.681 65.565 112.949
10972.047 65.565 112.500
10972.413 65.565 112.051
10972.779 65.565 111.598
10973.146 65.565 111.148
10973.512 65.565 110.699
10973.878 65.565 110.246
10974.244 65.565 109.797
10974.610 65.565 109.344
10974.977 65.565 108.895
10975.343 65.565 108.445
10975.709 65.565 107.992
10976.075 65.565 107.543
10976.441 65.565 107.094
10976.808 65.565 106.645
10977.174 65.565 106.191
10977.540 65.565 105.742
10977.906 65.565 105.293
10978.272 65.565 104.840
10978.639 65.565 104.391
10979.005 65.565 103.941
10979.371 65.565 103.492
10979.737 65.565 103.039
10980.104 65.565 102.590
10980.470 65.565 102.141
10980.836 65.565 101.691
10981.202 65.565 101.242
10981.568 65.565 100.789
10981.935 65.565 100.340
10982.301 65.565 99.891
10982.667 65.565 99.441
10983.033 65.565 98.992
10983.399 65.565 98.539
10983.766 65.565 98.090
10984.132 65.565 97.641
10984.498 65.565 97.191
10984.864 65.565 96.742
10985.230 65.565 96.293
10985.597 65.565 95.844
10985.963 65.565 95.395
10986.329 65.565 94.941
10986.695 65.565 94.492
10987.062 65.565 94.043
10987.428 65.565 93.594
10987.794 65.565 93.145
10988.160 65.565 92.695
10988.526 65.565 92.246
10988.893 65.565 91.797
10989.259 65.565 91.348
10989.625 65.565 90.898
10989.991 65.565 90.449
10990.357 65.565 90.000
10990.724 65.565 89.551
10991.090 65.565 89.102
10991.456 65.565 88.652
10991.822 65.565 88.203
10992.188 65.565 87.754
10992.555 65.565 87.305
10992.921 65.565 86.855
10993.287 65.565 86.406
10993.653 65.565 85.957
10994.020 65.565 85.508
10994.386 65.565 85.062
10994.752 65.565 84.613
10995.118 65.565 84.164
10995.484 65.565 83.715
10995.851 65.565 83.266
10996.217 65.565 82.816
10996.583 65.565 82.367
10996.949 65.565 81.918
10997.315 65.565 81.473
10997.682 65.565 81.023
10998.048 65.565 80.574
10998.414 65.565 80.125
10998.780 65.565 79.676
10999.146 65.565 79.230
10999.513 65.565 78.781
10999.879 65.565 78.332
11000.245 65.565 77.883
11000.611 65.565 77.438
11000.978 65.565 76.988
11001.344 65.565 76.539
11001.710 65.565 76.090
11002.076 65.565 75.645
11002.442 65.565 75.195
11002.809 65.565 74.746
11003.175 65.565 74.301
11003.541 65.566 73.852
11003.907 65.566 73.402
11004.273 65.566 72.957
11004.640 65.566 72.508
11005.006 65.566 72.059
11005.372 65.566 71.613
11005.738 65.566 71.164
11006.104 65.566 70.715
11006.471 65.566 70.270
11006.837 65.566 69.820
11007.203 65.566 69.375
11007.569 65.566 68.926
11007.936 65.566 68.480
11008.302 65.566 68.031
11008.668 65.566 67.586
11009.034 65.566 67.137
11009.400 65.566 66.691
11009.767 65.566 66.242
11010.133 65.566 65.797
11010.499 65.566 65.348
11010.865 65.566 64.902
11011.231 65.566 64.453
11011.598 65.566 64.008
11011.964 65.567 63.559
11012.330 65.567 63.113
11012.696 65.567 62.664
11013.062 65.567 62.219
11013.429 65.567 61.773
11013.795 65.567 61.324
11014.161 65.567 60.879
11014.527 65.567 60.430
11014.894 65.567 59.984
11015.260 65.567 59.539
11015.626 65.567 59.090
11015.992 65.567 58.645
11016.358 65.567 58.199
11016.725 65.567 57.750
11017.091 65.567 57.305
11017.457 65.567 56.859
11017.823 65.567 56.414
11018.189 65.567 55.965
11018.556 65.568 55.520
11018.922 65.568 55.074
11019.288 65.568 54.629
11019.654 65.568 54.180
11020.021 65.568 53.734
11020.387 65.568 53.289
11020.753 65.568 52.844
11021.119 65.568 52.395
11021.485 65.568 51.949
11021.852 65.568 51.504
11022.218 65.568 51.059
11022.584 65.568 50.613
11022.950 65.568 50.168
11023.316 65.568 49.723
11023.683 65.568 49.277
11024.049 65.568 48.828
11024.415 65.569 48.383
11024.781 65.569 47.938
11025.147 65.569 47.492
11025.514 65.569 47.047
11025.880 65.569 46.602
11026.246 65.569 46.156
11026.612 65.569 45.711
11026.979 65.569 45.266
11027.345 65.569 44.820
11027.711 65.569 44.375
11028.077 65.569 43.930
11028.443 65.569 43.484
11028.810 65.569 43.039
11029.176 65.570 42.594
11029.542 65.570 42.148
11029.908 65.570 41.703
11030.274 65.570 41.262
11030.641 65.570 40.816
11031.007 65.570 40.371
11031.373 65.570 39.926
11031.739 65.570 39.480
11032.105 65.570 39.035
11032.472 65.570 38.590
11032.838 65.570 38.148
11033.204 65.570 37.703
11033.570 65.570 37.258
11033.937 65.571 36.812
11034.303 65.571 36.367
11034.669 65.571 35.926
11035.035 65.571 35.480
11035.401 65.571 35.035
11035.768 65.571 34.590
11036.134 65.571 34.148
11036.500 65.571 33.703
11036.866 65.571 33.258
11037.232 65.571 32.816
11037.599 65.571 32.371
11037.965 65.571 31.926
11038.331 65.572 31.484
11038.697 65.572 31.039
11039.063 65.572 30.594
11039.430 65.572 30.152
11039.796 65.572 29.707
11040.162 65.572 29.262
11040.528 65.572 28.820
11040.895 65.572 28.375
11041.261 65.572 27.934
11041.627 65.572 27.488
11041.993 65.572 27.047
11042.359 65.573 26.602
11042.726 65.573 26.160
11043.092 65.573 25.715
11043.458 65.573 25.273
11043.824 65.573 24.828
11044.190 65.573 24.387
11044.557 65.573 23.941
11044.923 65.573 23.500
11045.289 65.573 23.055
11045.655 65.573 22.613
11046.021 65.574 22.172
11046.388 65.574 21.727
11046.754 65.574 21.285
11047.120 65.574 20.840
11047.486 65.574 20.398
11047.853 65.574 19.957
11048.219 65.574 19.512
11048.585 65.574 19.070
11048.951 65.574 18.629
11049.317 65.574 18.184
11049.684 65.575 17.742
11050.050 65.575 17.301
11050.416 65.575 16.859
11050.782 65.575 16.414
11051.148 65.575 15.973
11051.515 65.575 15.531
11051.881 65.575 15.090
11052.247 65.575 14.648
11052.613 65.575 14.203
11052.979 65.575 13.762
11053.346 65.576 13.320
11053.712 65.576 12.879
11054.078 65.576 12.438
11054.444 65.576 11.996
11054.811 65.576 11.555
11055.177 65.576 11.109
11055.543 65.576 10.668
11055.909 65.576 10.227
11056.275 65.576 9.785
11056.642 65.576 9.344
11057.008 65.577 8.902
11057.374 65.577 8.461
11057.740 65.577 8.020
11058.106 65.577 7.578
11058.473 65.577 7.137
11058.839 65.577 6.695
11059.205 65.577 6.254
11059.571 65.577 5.812
11059.938 65.577 5.371
11060.304 65.578 4.930
11060.670 65.578 4.488
11061.036 65.578 4.051
11061.402 65.578 3.609
11061.769 65.578 3.168
11062.135 65.578 2.727
11062.501 65.578 2.285
11062.867 65.578 1.844
11063.233 65.578 1.402
11063.600 65.579 0.965
11063.966 65.579 0.523
11064.332 65.579 0.082
11064.698 65.579 -0.359
11065.064 65.579 -0.801
11065.431 65.579 -1.238
11065.797 65.579 -1.680
11066.163 65.579 -2.121
11066.529 65.579 -2.559
11066.896 65.580 -3.000
11067.262 65.580 -3.441
11067.628 65.580 -3.883
11067.994 65.580 -4.320
11068.360 65.580 -4.762
11068.727 65.580 -5.199
11069.093 65.580 -5.641
11069.459 65.580 -6.082
11069.825 65.581 -6.520
11070.191 65.581 -6.961
11070.558 65.581 -7.398
11070.924 65.581 -7.840
11071.290 65.581 -8.281
11071.656 65.581 -8.719
11072.022 65.581 -9.160
11072.389 65.581 -9.598
11072.755 65.582 -10.039
11073.121 65.582 -10.477
11073.487 65.582 -10.918
11073.854 65.582 -11.355
11074.220 65.582 -11.793
11074.586 65.582 -12.234
11074.952 65.582 -12.672
11075.318 65.582 -13.113
11075.685 65.582 -13.551
11076.051 65.583 -13.992
11076.417 65.583 -14.430
11076.783 65.583 -14.867
11077.149 65.583 -15.309
11077.516 65.583 -15.746
11077.882 65.583 -16.184
11078.248 65.583 -16.625
11078.614 65.583 -17.062
11078.980 65.584 -17.500
11079.347 65.584 -17.938
11079.713 65.584 -18.379
11080.079 65.584 -18.816
11080.445 65.584 -19.254
11080.812 65.584 -19.691
11081.178 65.584 -20.133
11081.544 65.584 -20.570
11081.910 65.585 -21.008
11082.276 65.585 -21.445
11082.643 65.585 -21.883
11083.009 65.585 -22.320
11083.375 65.585 -22.758
11083.741 65.585 -23.199
11084.107 65.585 -23.637
11084.474 65.585 -24.074
11084.840 65.586 -24.512
11085.206 65.586 -24.949
11085.572 65.586 -25.387
11085.938 65.586 -25.824
11086.305 65.586 -26.262
11086.671 65.586 -26.699
11087.037 65.586 -27.137
11087.403 65.586 -27.574
11087.770 65.587 -28.012
11088.136 65.587 -28.449
11088.502 65.587 -28.887
11088.868 65.587 -29.324
11089.234 65.587 -29.762
11089.601 65.587 -30.199
11089.967 65.587 -30.637
11090.333 65.588 -31.070
11090.699 65.588 -31.508
11091.065 65.588 -31.945
11091.432 65.588 -32.383
11091.798 65.588 -32.820
11092.164 65.588 -33.258
11092.530 65.588 -33.691
11092.896 65.588 -34.129
11093.263 65.589 -34.566
11093.629 65.589 -35.004
11093.995 65.589 -35.441
11094.361 65.589 -35.875
11094.728 65.589 -36.312
11095.094 65.589 -36.750
11095.460 65.589 -37.184
11095.826 65.589 -37.621
11096.192 65.590 -38.059
11096.559 65.590 -38.492
11096.925 65.590 -38.930
11097.291 65.590 -39.367
11097.657 65.590 -39.801
11098.023 65.590 -40.238
11098.390 65.590 -40.676
11098.756 65.591 -41.109
11099.122 65.591 -41.547
11099.488 65.591 -41.980
11099.854 65.591 -42.418
11100.221 65.591 -42.852
11100.587 65.591 -43.289
11100.953 65.591 -43.723
11101.319 65.591 -44.160
11101.686 65.592 -44.594
11102.052 65.592 -45.031
11102.418 65.592 -45.465
11102.784 65.592 -45.902
11103.150 65.592 -46.336
11103.517 65.592 -46.773
11103.883 65.592 -47.207
11104.249 65.592 -47.641
11104.615 65.593 -48.078
11104.981 65.593 -48.512
11105.348 65.593 -48.945
11105.714 65.593 -49.383
11106.080 65.593 -49.816
11106.446 65.593 -50.250
11106.812 65.593 -50.688
11107.179 65.594 -51.121
11107.545 65.594 -51.555
11107.911 65.594 -51.992
11108.277 65.594 -52.426
11108.644 65.594 -52.859
11109.010 65.594 -53.293
11109.376 65.594 -53.730
11109.742 65.594 -54.164
11110.108 65.595 -54.598
11110.475 65.595 -55.031
11110.841 65.595 -55.465
11111.207 65.595 -55.898
11111.573 65.595 -56.336
11111.939 65.595 -56.770
11112.306 65.595 -57.203
11112.672 65.596 -57.637
11113.038 65.596 -58.070
11113.404 65.596 -58.504
11113.771 65.596 -58.938
11114.137 65.596 -59.371
11114.503 65.596 -59.805
11114.869 65.596 -60.238
11115.235 65.596 -60.672
11115.602 65.597 -61.105
11115.968 65.597 -61.539
11116.334 65.597 -61.973
11116.700 65.597 -62.406
11117.066 65.597 -62.840
11117.433 65.597 -63.273
11117.799 65.597 -63.707
11118.165 65.598 -64.141
11118.531 65.598 -64.574
11118.897 65.598 -65.008
11119.264 65.598 -65.441
11119.630 65.598 -65.875
11119.996 65.598 -66.305
11120.362 65.598 -66.738
11120.729 65.598 -67.172
11121.095 65.599 -67.605
11121.461 65.599 -68.039
11121.827 65.599 -68.469
11122.193 65.599 -68.902
11122.560 65.599 -69.336
11122.926 65.599 -69.770
11123.292 65.599 -70.199
11123.658 65.600 -70.633
11124.024 65.600 -71.066
11124.391 65.600 -71.500
11124.757 65.600 -71.930
11125.123 65.600 -72.363
11125.489 65.600 -72.797
11125.855 65.600 -73.227
11126.222 65.600 -73.660
11126.588 65.601 -74.094
11126.954 65.601 -74.523
11127.320 65.601 -74.957
11127.687 65.601 -75.387
11128.053 65.601 -75.820
11128.419 65.601 -76.254
11128.785 65.601 -76.684
11129.151 65.602 -77.117
11129.518 65.602 -77.547
11129.884 65.602 -77.980
11130.250 65.602 -78.410
11130.616 65.602 -78.844
11130.982 65.602 -79.273
11131.349 65.602 -79.707
11131.715 65.602 -80.137
11132.081 65.603 -80.570
11132.447 65.603 -81.000
11132.813 65.603 -81.430
11133.180 65.603 -81.863
11133.546 65.603 -82.293
11133.912 65.603 -82.727
11134.278 65.603 -83.156
11134.645 65.603 -83.586
11135.011 65.604 -84.020
11135.377 65.604 -84.449
11135.743 65.604 -84.879
11136.109 65.604 -85.312
11136.476 65.604 -85.742
11136.842 65.604 -86.172
11137.208 65.604 -86.605
11137.574 65.605 -87.035
11137.940 65.605 -87.465
11138.307 65.605 -87.895
11138.673 65.605 -88.328
11139.039 65.605 -88.758
11139.405 65.605 -89.188
11139.771 65.605 -89.617
11140.138 65.605 -90.051
11140.504 65.606 -90.480
11140.870 65.606 -90.910
11141.236 65.606 -91.340
11141.603 65.606 -91.770
11141.969 65.606 -92.199
11142.335 65.606 -92.629
11142.701 65.606 -93.062
11143.067 65.606 -93.492
11143.434 65.607 -93.922
11143.800 65.607 -94.352
11144.166 65.607 -94.781
11144.532 65.607 -95.211
11144.898 65.607 -95.641
11145.265 65.607 -96.070
11145.631 65.607 -96.500
11145.997 65.607 -96.930
11146.363 65.608 -97.359
11146.729 65.608 -97.789
11147.096 65.608 -98.219
11147.462 65.608 -98.648
11147.828 65.608 -99.078
11148.194 65.608 -99.508
11148.561 65.608 -99.938
11148.927 65.608 -100.367
11149.293 65.609 -100.797
11149.659 65.609 -101.227
11150.025 65.609 -101.652
11150.392 65.609 -102.082
11150.758 65.609 -102.512
11151.124 65.609 -102.941
11151.490 65.609 -103.371
11151.856 65.609 -103.801
11152.223 65.610 -104.227
11152.589 65.610 -104.656
11152.955 65.610 -105.086
11153.321 65.610 -105.516
11153.688 65.610 -105.945
11154.054 65.610 -106.371
11154.420 65.610 -106.801
11154.786 65.610 -107.230
11155.152 65.610 -107.660
11155.519 65.611 -108.086
11155.885 65.611 -108.516
11156.251 65.611 -108.945
11156.617 65.611 -109.371
11156.983 65.611 -109.801
11157.350 65.611 -110.230
11157.716 65.611 -110.656
11158.082 65.611 -111.086
11158.448 65.612 -111.516
11158.814 65.612 -111.941
11159.181 65.612 -112.371
11159.547 65.612 -112.801
11159.913 65.612 -113.227
11160.279 65.612 -113.656
11160.646 65.612 -114.082
11161.012 65.612 -114.512
11161.378 65.612 -114.938
11161.744 65.613 -115.367
11162.110 65.613 -115.797
11162.477 65.613 -116.223
11162.843 65.613 -116.652
11163.209 65.613 -117.078
11163.575 65.613 -117.508
11163.941 65.613 -117.934
11164.308 65.613 -118.359
11164.674 65.614 -118.789
11165.040 65.614 -119.215
