* Measurement data measured by REW V5.19
* Source: Vector average
* Format: Vector average
* Dated: Feb 2, 2019 7:16:44 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 65.0 dB
* Note: Vector average of Feb 2 19:08:03, Feb 2 19:10:03, Feb 2 19:11:53, Feb 2 19:13:10, Feb 2 19:14:39, Feb 2 19:16:14
* Measurement: Vector average
* Smoothing: 1/12 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6546.387 69.416 179.918
6546.753 69.417 178.160
6547.120 69.417 176.406
6547.486 69.418 174.652
6547.852 69.418 172.898
6548.218 69.419 171.145
6548.584 69.419 169.395
6548.951 69.420 167.645
6549.317 69.420 165.895
6549.683 69.421 164.148
6550.049 69.421 162.398
6550.416 69.422 160.652
6550.782 69.423 158.910
6551.148 69.423 157.164
6551.514 69.424 155.422
6551.880 69.424 153.680
6552.247 69.425 151.941
6552.613 69.425 150.199
6552.979 69.426 148.461
6553.345 69.427 146.727
6553.711 69.427 144.988
6554.078 69.428 143.254
6554.444 69.428 141.520
6554.810 69.429 139.789
6555.176 69.430 138.055
6555.542 69.430 136.324
6555.909 69.431 134.598
6556.275 69.432 132.867
6556.641 69.432 131.141
6557.007 69.433 129.414
6557.374 69.434 127.688
6557.740 69.434 125.965
6558.106 69.435 124.242
6558.472 69.435 122.520
6558.838 69.436 120.801
6559.205 69.437 119.078
6559.571 69.438 117.363
6559.937 69.438 115.645
6560.303 69.439 113.930
6560.669 69.440 112.211
6561.036 69.440 110.500
6561.402 69.441 108.785
6561.768 69.442 107.074
6562.134 69.442 105.363
6562.500 69.443 103.652
6562.867 69.444 101.945
6563.233 69.445 100.238
6563.599 69.445 98.531
6563.965 69.446 96.828
6564.332 69.447 95.125
6564.698 69.447 93.422
6565.064 69.448 91.719
6565.430 69.449 90.020
6565.796 69.450 88.320
6566.163 69.450 86.621
6566.529 69.451 84.922
6566.895 69.452 83.227
6567.261 69.453 81.531
6567.627 69.453 79.840
6567.994 69.454 78.145
6568.360 69.455 76.453
6568.726 69.456 74.766
6569.092 69.457 73.074
6569.458 69.457 71.387
6569.825 69.458 69.699
6570.191 69.459 68.012
6570.557 69.460 66.328
6570.923 69.461 64.645
6571.290 69.461 62.965
6571.656 69.462 61.281
6572.022 69.463 59.602
6572.388 69.464 57.922
6572.754 69.465 56.246
6573.121 69.466 54.566
6573.487 69.466 52.891
6573.853 69.467 51.219
6574.219 69.468 49.543
6574.585 69.469 47.871
6574.952 69.470 46.199
6575.318 69.471 44.531
6575.684 69.472 42.863
6576.050 69.472 41.195
6576.417 69.473 39.527
6576.783 69.474 37.863
6577.149 69.475 36.199
6577.515 69.476 34.535
6577.881 69.477 32.875
6578.248 69.478 31.215
6578.614 69.479 29.555
6578.980 69.479 27.895
6579.346 69.480 26.238
6579.712 69.481 24.582
6580.079 69.482 22.926
6580.445 69.483 21.273
6580.811 69.484 19.621
6581.177 69.485 17.969
6581.543 69.486 16.316
6581.910 69.487 14.668
6582.276 69.488 13.020
6582.642 69.489 11.375
6583.008 69.490 9.727
6583.375 69.490 8.082
6583.741 69.491 6.441
6584.107 69.492 4.797
6584.473 69.493 3.156
6584.839 69.494 1.516
6585.206 69.495 -0.121
6585.572 69.496 -1.762
6585.938 69.497 -3.398
6586.304 69.498 -5.031
6586.670 69.499 -6.668
6587.037 69.500 -8.301
6587.403 69.501 -9.934
6587.769 69.502 -11.562
6588.135 69.503 -13.191
6588.501 69.504 -14.820
6588.868 69.505 -16.449
6589.234 69.506 -18.074
6589.600 69.507 -19.699
6589.966 69.508 -21.324
6590.333 69.509 -22.945
6590.699 69.510 -24.566
6591.065 69.511 -26.188
6591.431 69.512 -27.809
6591.797 69.513 -29.426
6592.164 69.514 -31.043
6592.530 69.515 -32.660
6592.896 69.516 -34.273
6593.262 69.517 -35.887
6593.628 69.518 -37.500
6593.995 69.519 -39.109
6594.361 69.520 -40.723
6594.727 69.521 -42.332
6595.093 69.522 -43.938
6595.459 69.523 -45.543
6595.826 69.525 -47.148
6596.192 69.526 -48.754
6596.558 69.527 -50.359
6596.924 69.528 -51.961
6597.291 69.529 -53.559
6597.657 69.530 -55.160
6598.023 69.531 -56.758
6598.389 69.532 -58.355
6598.755 69.533 -59.953
6599.122 69.534 -61.547
6599.488 69.535 -63.141
6599.854 69.536 -64.734
6600.220 69.537 -66.324
6600.586 69.539 -67.918
6600.953 69.540 -69.504
6601.319 69.541 -71.094
6601.685 69.542 -72.680
6602.051 69.543 -74.266
6602.417 69.544 -75.852
6602.784 69.545 -77.434
6603.150 69.546 -79.020
6603.516 69.547 -80.598
6603.882 69.549 -82.180
6604.249 69.550 -83.758
6604.615 69.551 -85.336
6604.981 69.552 -86.914
6605.347 69.553 -88.488
6605.713 69.554 -90.062
6606.080 69.555 -91.637
6606.446 69.557 -93.207
6606.812 69.558 -94.781
6607.178 69.559 -96.348
6607.544 69.560 -97.918
6607.911 69.561 -99.484
6608.277 69.562 -101.051
6608.643 69.563 -102.617
6609.009 69.565 -104.184
6609.375 69.566 -105.746
6609.742 69.567 -107.305
6610.108 69.568 -108.867
6610.474 69.569 -110.426
6610.840 69.570 -111.984
6611.207 69.572 -113.543
6611.573 69.573 -115.098
6611.939 69.574 -116.652
6612.305 69.575 -118.207
6612.671 69.576 -119.762
6613.038 69.578 -121.312
6613.404 69.579 -122.863
6613.770 69.580 -124.414
6614.136 69.581 -125.961
6614.502 69.582 -127.508
6614.869 69.584 -129.055
6615.235 69.585 -130.598
6615.601 69.586 -132.141
6615.967 69.587 -133.684
6616.333 69.588 -135.227
6616.700 69.590 -136.766
6617.066 69.591 -138.305
6617.432 69.592 -139.844
6617.798 69.593 -141.379
6618.165 69.595 -142.918
6618.531 69.596 -144.453
6618.897 69.597 -145.984
6619.263 69.598 -147.516
6619.629 69.600 -149.047
6619.996 69.601 -150.578
6620.362 69.602 -152.109
6620.728 69.603 -153.637
6621.094 69.604 -155.164
6621.460 69.606 -156.688
6621.827 69.607 -158.215
6622.193 69.608 -159.738
6622.559 69.610 -161.258
6622.925 69.611 -162.781
6623.292 69.612 -164.301
6623.658 69.613 -165.820
6624.024 69.615 -167.336
6624.390 69.616 -168.855
6624.756 69.617 -170.371
6625.123 69.618 -171.887
6625.489 69.620 -173.398
6625.855 69.621 -174.910
6626.221 69.622 -176.422
6626.587 69.623 -177.934
6626.954 69.625 -179.441
6627.320 69.626 179.051
6627.686 69.627 177.543
6628.052 69.629 176.039
6628.418 69.630 174.531
6628.785 69.631 173.031
6629.151 69.632 171.527
6629.517 69.634 170.027
6629.883 69.635 168.523
6630.250 69.636 167.027
6630.616 69.638 165.527
6630.982 69.639 164.031
6631.348 69.640 162.535
6631.714 69.642 161.039
6632.081 69.643 159.547
6632.447 69.644 158.055
6632.813 69.646 156.562
6633.179 69.647 155.070
6633.545 69.648 153.582
6633.912 69.649 152.094
6634.278 69.651 150.605
6634.644 69.652 149.121
6635.010 69.653 147.637
6635.376 69.655 146.152
6635.743 69.656 144.668
6636.109 69.657 143.188
6636.475 69.659 141.707
6636.841 69.660 140.227
6637.208 69.661 138.746
6637.574 69.663 137.270
6637.940 69.664 135.793
6638.306 69.665 134.316
6638.672 69.667 132.844
6639.039 69.668 131.371
6639.405 69.669 129.898
6639.771 69.671 128.426
6640.137 69.672 126.957
6640.503 69.673 125.488
6640.870 69.675 124.020
6641.236 69.676 122.551
6641.602 69.678 121.086
6641.968 69.679 119.621
6642.334 69.680 118.156
6642.701 69.682 116.695
6643.067 69.683 115.234
6643.433 69.684 113.773
6643.799 69.686 112.312
6644.166 69.687 110.855
6644.532 69.688 109.398
6644.898 69.690 107.941
6645.264 69.691 106.484
6645.630 69.693 105.031
6645.997 69.694 103.578
6646.363 69.695 102.125
6646.729 69.697 100.672
6647.095 69.698 99.223
6647.461 69.699 97.773
6647.828 69.701 96.324
6648.194 69.702 94.879
6648.560 69.704 93.434
6648.926 69.705 91.988
6649.292 69.706 90.543
6649.659 69.708 89.102
6650.025 69.709 87.660
6650.391 69.710 86.219
6650.757 69.712 84.777
6651.124 69.713 83.340
6651.490 69.715 81.902
6651.856 69.716 80.465
6652.222 69.717 79.027
6652.588 69.719 77.594
6652.955 69.720 76.160
6653.321 69.722 74.727
6653.687 69.723 73.293
6654.053 69.724 71.863
6654.419 69.726 70.434
6654.786 69.727 69.004
6655.152 69.729 67.574
6655.518 69.730 66.148
6655.884 69.731 64.723
6656.250 69.733 63.297
6656.617 69.734 61.875
6656.983 69.736 60.449
6657.349 69.737 59.027
6657.715 69.738 57.609
6658.082 69.740 56.188
6658.448 69.741 54.770
6658.814 69.743 53.352
6659.180 69.744 51.934
6659.546 69.745 50.520
6659.913 69.747 49.102
6660.279 69.748 47.688
6660.645 69.750 46.273
6661.011 69.751 44.863
6661.377 69.752 43.453
6661.744 69.754 42.043
6662.110 69.755 40.633
6662.476 69.757 39.223
6662.842 69.758 37.816
6663.208 69.759 36.410
6663.575 69.761 35.004
6663.941 69.762 33.602
6664.307 69.764 32.195
6664.673 69.765 30.793
6665.040 69.767 29.391
6665.406 69.768 27.992
6665.772 69.769 26.590
6666.138 69.771 25.191
6666.504 69.772 23.793
6666.871 69.774 22.398
6667.237 69.775 21.000
6667.603 69.777 19.605
6667.969 69.778 18.211
6668.335 69.779 16.820
6668.702 69.781 15.426
6669.068 69.782 14.035
6669.434 69.784 12.645
6669.800 69.785 11.254
6670.167 69.786 9.867
6670.533 69.788 8.480
6670.899 69.789 7.094
6671.265 69.791 5.707
6671.631 69.792 4.320
6671.998 69.794 2.938
6672.364 69.795 1.555
6672.730 69.796 0.172
6673.096 69.798 -1.211
6673.462 69.799 -2.590
6673.829 69.801 -3.969
6674.195 69.802 -5.348
6674.561 69.804 -6.727
6674.927 69.805 -8.102
6675.293 69.806 -9.480
6675.660 69.808 -10.855
6676.026 69.809 -12.230
6676.392 69.811 -13.602
6676.758 69.812 -14.973
6677.125 69.814 -16.348
6677.491 69.815 -17.715
6677.857 69.816 -19.086
6678.223 69.818 -20.457
6678.589 69.819 -21.824
6678.956 69.821 -23.191
6679.322 69.822 -24.559
6679.688 69.824 -25.922
6680.054 69.825 -27.289
6680.420 69.827 -28.652
6680.787 69.828 -30.016
6681.153 69.829 -31.375
6681.519 69.831 -32.738
6681.885 69.832 -34.098
6682.251 69.834 -35.457
6682.618 69.835 -36.816
6682.984 69.837 -38.172
6683.350 69.838 -39.531
6683.716 69.839 -40.887
6684.083 69.841 -42.242
6684.449 69.842 -43.598
6684.815 69.844 -44.949
6685.181 69.845 -46.305
6685.547 69.847 -47.656
6685.914 69.848 -49.008
6686.280 69.849 -50.355
6686.646 69.851 -51.707
6687.012 69.852 -53.055
6687.378 69.854 -54.402
6687.745 69.855 -55.750
6688.111 69.857 -57.098
6688.477 69.858 -58.441
6688.843 69.859 -59.785
6689.209 69.861 -61.129
6689.576 69.862 -62.473
6689.942 69.864 -63.816
6690.308 69.865 -65.156
6690.674 69.867 -66.496
6691.041 69.868 -67.836
6691.407 69.869 -69.176
6691.773 69.871 -70.516
6692.139 69.872 -71.852
6692.505 69.874 -73.188
6692.872 69.875 -74.523
6693.238 69.876 -75.859
6693.604 69.878 -77.195
6693.970 69.879 -78.527
6694.336 69.881 -79.859
6694.703 69.882 -81.191
6695.069 69.884 -82.523
6695.435 69.885 -83.855
6695.801 69.886 -85.184
6696.167 69.888 -86.512
6696.534 69.889 -87.840
6696.900 69.891 -89.168
6697.266 69.892 -90.496
6697.632 69.894 -91.820
6697.999 69.895 -93.148
6698.365 69.896 -94.473
6698.731 69.898 -95.797
6699.097 69.899 -97.117
6699.463 69.901 -98.441
6699.830 69.902 -99.762
6700.196 69.903 -101.082
6700.562 69.905 -102.402
6700.928 69.906 -103.723
6701.294 69.908 -105.043
6701.661 69.909 -106.359
6702.027 69.910 -107.676
6702.393 69.912 -108.992
6702.759 69.913 -110.309
6703.125 69.915 -111.625
6703.492 69.916 -112.938
6703.858 69.917 -114.254
6704.224 69.919 -115.566
6704.590 69.920 -116.879
6704.957 69.922 -118.191
6705.323 69.923 -119.500
6705.689 69.924 -120.812
6706.055 69.926 -122.121
6706.421 69.927 -123.430
6706.788 69.929 -124.738
6707.154 69.930 -126.047
6707.520 69.931 -127.352
6707.886 69.933 -128.660
6708.252 69.934 -129.965
6708.619 69.936 -131.270
6708.985 69.937 -132.574
6709.351 69.938 -133.875
6709.717 69.940 -135.180
6710.083 69.941 -136.480
6710.450 69.943 -137.785
6710.816 69.944 -139.086
6711.182 69.945 -140.383
6711.548 69.947 -141.684
6711.915 69.948 -142.984
6712.281 69.949 -144.281
6712.647 69.951 -145.578
6713.013 69.952 -146.875
6713.379 69.954 -148.172
6713.746 69.955 -149.469
6714.112 69.956 -150.762
6714.478 69.958 -152.059
6714.844 69.959 -153.352
6715.210 69.960 -154.645
6715.577 69.962 -155.938
6715.943 69.963 -157.230
6716.309 69.964 -158.520
6716.675 69.966 -159.812
6717.042 69.967 -161.102
6717.408 69.969 -162.391
6717.774 69.970 -163.680
6718.140 69.971 -164.969
6718.506 69.973 -166.258
6718.873 69.974 -167.543
6719.239 69.975 -168.832
6719.605 69.977 -170.117
6719.971 69.978 -171.402
6720.337 69.979 -172.688
6720.704 69.981 -173.973
6721.070 69.982 -175.254
6721.436 69.983 -176.539
6721.802 69.985 -177.820
6722.168 69.986 -179.105
6722.535 69.987 179.613
6722.901 69.989 178.336
6723.267 69.990 177.055
6723.633 69.991 175.773
6724.000 69.993 174.496
6724.366 69.994 173.215
6724.732 69.995 171.938
6725.098 69.997 170.660
6725.464 69.998 169.383
6725.831 69.999 168.105
6726.197 70.001 166.832
6726.563 70.002 165.555
6726.929 70.003 164.281
6727.295 70.005 163.004
6727.662 70.006 161.730
6728.028 70.007 160.457
6728.394 70.009 159.188
6728.760 70.010 157.914
6729.126 70.011 156.641
6729.493 70.013 155.371
6729.859 70.014 154.098
6730.225 70.015 152.828
6730.591 70.017 151.559
6730.958 70.018 150.289
6731.324 70.019 149.020
6731.690 70.020 147.754
6732.056 70.022 146.484
6732.422 70.023 145.219
6732.789 70.024 143.949
6733.155 70.026 142.684
6733.521 70.027 141.418
6733.887 70.028 140.152
6734.253 70.029 138.887
6734.620 70.031 137.625
6734.986 70.032 136.359
6735.352 70.033 135.098
6735.718 70.035 133.832
6736.084 70.036 132.570
6736.451 70.037 131.309
6736.817 70.038 130.047
6737.183 70.040 128.785
6737.549 70.041 127.523
6737.916 70.042 126.266
6738.282 70.043 125.004
6738.648 70.045 123.746
6739.014 70.046 122.488
6739.380 70.047 121.227
6739.747 70.048 119.969
6740.113 70.050 118.711
6740.479 70.051 117.453
6740.845 70.052 116.199
6741.211 70.053 114.941
6741.578 70.055 113.684
6741.944 70.056 112.430
6742.310 70.057 111.176
6742.676 70.058 109.918
6743.042 70.060 108.664
6743.409 70.061 107.410
6743.775 70.062 106.156
6744.141 70.063 104.902
6744.507 70.065 103.652
6744.874 70.066 102.398
6745.240 70.067 101.148
6745.606 70.068 99.895
6745.972 70.069 98.645
6746.338 70.071 97.395
6746.705 70.072 96.141
6747.071 70.073 94.891
6747.437 70.074 93.641
6747.803 70.075 92.395
6748.169 70.077 91.145
6748.536 70.078 89.895
6748.902 70.079 88.648
6749.268 70.080 87.398
6749.634 70.081 86.152
6750.000 70.083 84.902
6750.367 70.084 83.656
6750.733 70.085 82.410
6751.099 70.086 81.164
6751.465 70.087 79.918
6751.832 70.089 78.672
6752.198 70.090 77.426
6752.564 70.091 76.184
6752.930 70.092 74.938
6753.296 70.093 73.691
6753.663 70.094 72.449
6754.029 70.096 71.207
6754.395 70.097 69.961
6754.761 70.098 68.719
6755.127 70.099 67.477
6755.494 70.100 66.234
6755.860 70.101 64.992
6756.226 70.103 63.750
6756.592 70.104 62.508
6756.958 70.105 61.266
6757.325 70.106 60.027
6757.691 70.107 58.785
6758.057 70.108 57.547
6758.423 70.109 56.305
6758.790 70.110 55.066
6759.156 70.112 53.824
6759.522 70.113 52.586
6759.888 70.114 51.348
6760.254 70.115 50.109
6760.621 70.116 48.871
6760.987 70.117 47.633
6761.353 70.118 46.395
6761.719 70.119 45.156
6762.085 70.120 43.918
6762.452 70.122 42.684
6762.818 70.123 41.445
6763.184 70.124 40.207
6763.550 70.125 38.973
6763.917 70.126 37.734
6764.283 70.127 36.500
6764.649 70.128 35.266
6765.015 70.129 34.027
6765.381 70.130 32.793
6765.748 70.131 31.559
6766.114 70.132 30.324
6766.480 70.134 29.090
6766.846 70.135 27.855
6767.212 70.136 26.621
6767.579 70.137 25.387
6767.945 70.138 24.152
6768.311 70.139 22.918
6768.677 70.140 21.684
6769.043 70.141 20.453
6769.410 70.142 19.219
6769.776 70.143 17.984
6770.142 70.144 16.754
6770.508 70.145 15.520
6770.875 70.146 14.289
6771.241 70.147 13.059
6771.607 70.148 11.824
6771.973 70.149 10.594
6772.339 70.150 9.363
6772.706 70.151 8.129
6773.072 70.152 6.898
6773.438 70.153 5.668
6773.804 70.154 4.438
6774.170 70.155 3.207
6774.537 70.156 1.977
6774.903 70.157 0.746
6775.269 70.158 -0.484
6775.635 70.159 -1.715
6776.001 70.160 -2.945
6776.368 70.161 -4.176
6776.734 70.162 -5.402
6777.100 70.163 -6.633
6777.466 70.164 -7.863
6777.833 70.165 -9.090
6778.199 70.166 -10.320
6778.565 70.167 -11.551
6778.931 70.168 -12.777
6779.297 70.169 -14.008
6779.664 70.170 -15.234
6780.030 70.171 -16.465
6780.396 70.172 -17.691
6780.762 70.173 -18.922
6781.128 70.174 -20.148
6781.495 70.175 -21.379
6781.861 70.176 -22.605
6782.227 70.177 -23.832
6782.593 70.178 -25.062
6782.959 70.179 -26.289
6783.326 70.179 -27.516
6783.692 70.180 -28.742
6784.058 70.181 -29.973
6784.424 70.182 -31.199
6784.791 70.183 -32.426
6785.157 70.184 -33.652
6785.523 70.185 -34.879
6785.889 70.186 -36.109
6786.255 70.187 -37.336
6786.622 70.188 -38.562
6786.988 70.189 -39.789
6787.354 70.189 -41.016
6787.720 70.190 -42.242
6788.086 70.191 -43.469
6788.453 70.192 -44.695
6788.819 70.193 -45.922
6789.185 70.194 -47.148
6789.551 70.195 -48.375
6789.917 70.196 -49.602
6790.284 70.196 -50.828
6790.650 70.197 -52.055
6791.016 70.198 -53.281
6791.382 70.199 -54.508
6791.749 70.200 -55.734
6792.115 70.201 -56.957
6792.481 70.202 -58.184
6792.847 70.202 -59.410
6793.213 70.203 -60.637
6793.580 70.204 -61.863
6793.946 70.205 -63.090
6794.312 70.206 -64.316
6794.678 70.207 -65.543
6795.044 70.207 -66.770
6795.411 70.208 -67.996
6795.777 70.209 -69.219
6796.143 70.210 -70.445
6796.509 70.211 -71.672
6796.875 70.211 -72.898
6797.242 70.212 -74.125
6797.608 70.213 -75.352
6797.974 70.214 -76.578
6798.340 70.215 -77.805
6798.707 70.215 -79.031
6799.073 70.216 -80.258
6799.439 70.217 -81.484
6799.805 70.218 -82.707
6800.171 70.218 -83.934
6800.538 70.219 -85.160
6800.904 70.220 -86.387
6801.270 70.221 -87.613
6801.636 70.222 -88.840
6802.002 70.222 -90.066
6802.369 70.223 -91.293
6802.735 70.224 -92.520
6803.101 70.225 -93.746
6803.467 70.225 -94.973
6803.833 70.226 -96.199
6804.200 70.227 -97.426
6804.566 70.227 -98.652
6804.932 70.228 -99.883
6805.298 70.229 -101.109
6805.665 70.230 -102.336
6806.031 70.230 -103.562
6806.397 70.231 -104.789
6806.763 70.232 -106.016
6807.129 70.232 -107.246
6807.496 70.233 -108.473
6807.862 70.234 -109.699
6808.228 70.234 -110.926
6808.594 70.235 -112.156
6808.960 70.236 -113.383
6809.327 70.237 -114.609
6809.693 70.237 -115.840
6810.059 70.238 -117.066
6810.425 70.239 -118.293
6810.792 70.239 -119.523
6811.158 70.240 -120.750
6811.524 70.240 -121.980
6811.890 70.241 -123.207
6812.256 70.242 -124.438
6812.623 70.242 -125.664
6812.989 70.243 -126.895
6813.355 70.244 -128.125
6813.721 70.244 -129.352
6814.087 70.245 -130.582
6814.454 70.246 -131.812
6814.820 70.246 -133.039
6815.186 70.247 -134.270
6815.552 70.247 -135.500
6815.918 70.248 -136.730
6816.285 70.249 -137.961
6816.651 70.249 -139.191
6817.017 70.250 -140.422
6817.383 70.250 -141.652
6817.750 70.251 -142.883
6818.116 70.252 -144.113
6818.482 70.252 -145.344
6818.848 70.253 -146.574
6819.214 70.253 -147.805
6819.581 70.254 -149.035
6819.947 70.254 -150.270
6820.313 70.255 -151.500
6820.679 70.256 -152.730
6821.045 70.256 -153.965
6821.412 70.257 -155.195
6821.778 70.257 -156.430
6822.144 70.258 -157.660
6822.510 70.258 -158.895
6822.876 70.259 -160.125
6823.243 70.259 -161.359
6823.609 70.260 -162.594
6823.975 70.260 -163.824
6824.341 70.261 -165.059
6824.708 70.261 -166.293
6825.074 70.262 -167.527
6825.440 70.262 -168.762
6825.806 70.263 -169.996
6826.172 70.263 -171.230
6826.539 70.264 -172.465
6826.905 70.264 -173.699
6827.271 70.265 -174.934
6827.637 70.265 -176.172
6828.003 70.266 -177.406
6828.370 70.266 -178.641
6828.736 70.267 -179.879
6829.102 70.267 178.887
6829.468 70.268 177.652
6829.834 70.268 176.414
6830.201 70.269 175.176
6830.567 70.269 173.941
6830.933 70.270 172.703
6831.299 70.270 171.465
6831.666 70.271 170.227
6832.032 70.271 168.992
6832.398 70.271 167.754
6832.764 70.272 166.516
6833.130 70.272 165.277
6833.497 70.273 164.035
6833.863 70.273 162.797
6834.229 70.273 161.559
6834.595 70.274 160.320
6834.961 70.274 159.078
6835.328 70.275 157.840
6835.694 70.275 156.598
6836.060 70.275 155.359
6836.426 70.276 154.117
6836.792 70.276 152.879
6837.159 70.277 151.637
6837.525 70.277 150.395
6837.891 70.277 149.152
6838.257 70.278 147.910
6838.624 70.278 146.668
6838.990 70.278 145.426
6839.356 70.279 144.184
6839.722 70.279 142.941
6840.088 70.280 141.699
6840.455 70.280 140.453
6840.821 70.280 139.211
6841.187 70.281 137.969
6841.553 70.281 136.723
6841.919 70.281 135.477
6842.286 70.282 134.234
6842.652 70.282 132.988
6843.018 70.282 131.742
6843.384 70.282 130.496
6843.750 70.283 129.250
6844.117 70.283 128.004
6844.483 70.283 126.758
6844.849 70.284 125.512
6845.215 70.284 124.266
6845.582 70.284 123.020
6845.948 70.285 121.770
6846.314 70.285 120.523
6846.680 70.285 119.273
6847.046 70.285 118.027
6847.413 70.286 116.777
6847.779 70.286 115.527
6848.145 70.286 114.277
6848.511 70.286 113.027
6848.877 70.287 111.777
6849.244 70.287 110.527
6849.610 70.287 109.277
6849.976 70.287 108.027
6850.342 70.288 106.777
6850.708 70.288 105.523
6851.075 70.288 104.273
6851.441 70.288 103.020
6851.807 70.288 101.770
6852.173 70.289 100.516
6852.540 70.289 99.262
6852.906 70.289 98.008
6853.272 70.289 96.754
6853.638 70.289 95.500
6854.004 70.290 94.246
6854.371 70.290 92.992
6854.737 70.290 91.738
6855.103 70.290 90.480
6855.469 70.290 89.227
6855.835 70.291 87.973
6856.202 70.291 86.715
6856.568 70.291 85.457
6856.934 70.291 84.199
6857.300 70.291 82.945
6857.667 70.291 81.688
6858.033 70.292 80.430
6858.399 70.292 79.172
6858.765 70.292 77.910
6859.131 70.292 76.652
6859.498 70.292 75.395
6859.864 70.292 74.133
6860.230 70.292 72.875
6860.596 70.292 71.613
6860.962 70.293 70.352
6861.329 70.293 69.094
6861.695 70.293 67.832
6862.061 70.293 66.570
6862.427 70.293 65.309
6862.793 70.293 64.043
6863.160 70.293 62.781
6863.526 70.293 61.520
6863.892 70.293 60.254
6864.258 70.293 58.992
6864.625 70.294 57.727
6864.991 70.294 56.465
6865.357 70.294 55.199
6865.723 70.294 53.934
6866.089 70.294 52.668
6866.456 70.294 51.402
6866.822 70.294 50.137
6867.188 70.294 48.871
6867.554 70.294 47.602
6867.920 70.294 46.336
6868.287 70.294 45.066
6868.653 70.294 43.801
6869.019 70.294 42.531
6869.385 70.294 41.262
6869.751 70.294 39.992
6870.118 70.294 38.723
6870.484 70.294 37.453
6870.850 70.294 36.184
6871.216 70.294 34.914
6871.583 70.294 33.641
6871.949 70.294 32.371
6872.315 70.294 31.098
6872.681 70.294 29.828
6873.047 70.294 28.555
6873.414 70.294 27.281
6873.780 70.294 26.008
6874.146 70.294 24.734
6874.512 70.294 23.461
6874.878 70.294 22.188
6875.245 70.294 20.910
6875.611 70.294 19.637
6875.977 70.294 18.359
6876.343 70.294 17.086
6876.709 70.294 15.809
6877.076 70.294 14.531
6877.442 70.294 13.254
6877.808 70.294 11.977
6878.174 70.294 10.699
6878.541 70.293 9.422
6878.907 70.293 8.141
6879.273 70.293 6.863
6879.639 70.293 5.586
6880.005 70.293 4.305
6880.372 70.293 3.023
6880.738 70.293 1.742
6881.104 70.293 0.461
6881.470 70.293 -0.820
6881.836 70.293 -2.102
6882.203 70.292 -3.383
6882.569 70.292 -4.664
6882.935 70.292 -5.949
6883.301 70.292 -7.230
6883.667 70.292 -8.516
6884.034 70.292 -9.797
6884.400 70.292 -11.082
6884.766 70.292 -12.367
6885.132 70.291 -13.652
6885.499 70.291 -14.938
6885.865 70.291 -16.227
6886.231 70.291 -17.512
6886.597 70.291 -18.797
6886.963 70.291 -20.086
6887.330 70.290 -21.371
6887.696 70.290 -22.660
6888.062 70.290 -23.949
6888.428 70.290 -25.238
6888.794 70.290 -26.527
6889.161 70.290 -27.816
6889.527 70.289 -29.105
6889.893 70.289 -30.398
6890.259 70.289 -31.688
6890.625 70.289 -32.980
6890.992 70.289 -34.270
6891.358 70.288 -35.562
6891.724 70.288 -36.855
6892.090 70.288 -38.148
6892.457 70.288 -39.441
6892.823 70.287 -40.734
6893.189 70.287 -42.027
6893.555 70.287 -43.324
6893.921 70.287 -44.617
6894.288 70.287 -45.914
6894.654 70.286 -47.207
6895.020 70.286 -48.504
6895.386 70.286 -49.801
6895.752 70.286 -51.098
6896.119 70.285 -52.395
6896.485 70.285 -53.691
6896.851 70.285 -54.992
6897.217 70.285 -56.289
6897.583 70.284 -57.590
6897.950 70.284 -58.887
6898.316 70.284 -60.188
6898.682 70.283 -61.488
6899.048 70.283 -62.789
6899.415 70.283 -64.090
6899.781 70.283 -65.391
6900.147 70.282 -66.691
6900.513 70.282 -67.992
6900.879 70.282 -69.297
6901.246 70.281 -70.598
6901.612 70.281 -71.902
6901.978 70.281 -73.207
6902.344 70.280 -74.508
6902.710 70.280 -75.812
6903.077 70.280 -77.117
6903.443 70.279 -78.426
6903.809 70.279 -79.730
6904.175 70.279 -81.035
6904.542 70.278 -82.344
6904.908 70.278 -83.648
6905.274 70.278 -84.957
6905.640 70.277 -86.266
6906.006 70.277 -87.570
6906.373 70.277 -88.879
6906.739 70.276 -90.191
6907.105 70.276 -91.500
6907.471 70.275 -92.809
6907.837 70.275 -94.117
6908.204 70.275 -95.430
6908.570 70.274 -96.738
6908.936 70.274 -98.051
6909.302 70.274 -99.363
6909.668 70.273 -100.676
6910.035 70.273 -101.988
6910.401 70.272 -103.301
6910.767 70.272 -104.613
6911.133 70.272 -105.926
6911.500 70.271 -107.242
6911.866 70.271 -108.555
6912.232 70.270 -109.871
6912.598 70.270 -111.188
6912.964 70.270 -112.500
6913.331 70.269 -113.816
6913.697 70.269 -115.133
6914.063 70.268 -116.449
6914.429 70.268 -117.770
6914.795 70.267 -119.086
6915.162 70.267 -120.402
6915.528 70.266 -121.723
6915.894 70.266 -123.039
6916.260 70.266 -124.359
6916.626 70.265 -125.680
6916.993 70.265 -127.000
6917.359 70.264 -128.320
6917.725 70.264 -129.641
6918.091 70.263 -130.961
6918.458 70.263 -132.285
6918.824 70.262 -133.605
