* Measurement data measured by REW V5.19
* Source: Vector average
* Format: Vector average
* Dated: Feb 2, 2019 7:27:44 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 65.0 dB
* Note: Vector average of Feb 2 19:20:37, Feb 2 19:21:44, Feb 2 19:23:07, Feb 2 19:24:30, Feb 2 19:25:49, Feb 2 19:27:21
* Measurement: Vector average
* Smoothing: 1/12 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
707.520 67.158 -31.810
707.886 67.128 -32.927
708.252 67.097 -34.059
708.618 67.067 -35.206
708.984 67.038 -36.367
709.351 67.008 -37.544
709.717 66.979 -38.735
710.083 66.951 -39.942
710.449 66.923 -41.163
710.815 66.895 -42.399
711.182 66.868 -43.650
711.548 66.841 -44.916
711.914 66.815 -46.196
712.280 66.789 -47.491
712.647 66.763 -48.801
713.013 66.738 -50.125
713.379 66.713 -51.464
713.745 66.689 -52.818
714.111 66.665 -54.186
714.478 66.642 -55.568
714.844 66.619 -56.965
715.210 66.597 -58.376
715.576 66.575 -59.801
715.942 66.553 -61.240
716.309 66.532 -62.694
716.675 66.512 -64.161
717.041 66.492 -65.642
717.407 66.473 -67.136
717.773 66.454 -68.645
718.140 66.435 -70.167
718.506 66.417 -71.702
718.872 66.400 -73.251
719.238 66.383 -74.813
719.605 66.367 -76.388
719.971 66.351 -77.976
720.337 66.335 -79.577
720.703 66.321 -81.190
721.069 66.306 -82.816
721.436 66.293 -84.455
721.802 66.279 -86.106
722.168 66.267 -87.770
722.534 66.255 -89.445
722.900 66.243 -91.133
723.267 66.232 -92.832
723.633 66.221 -94.543
723.999 66.211 -96.266
724.365 66.202 -98.000
724.732 66.193 -99.746
725.098 66.184 -101.503
725.464 66.176 -103.272
725.830 66.169 -105.051
726.196 66.162 -106.841
726.563 66.155 -108.642
726.929 66.149 -110.454
727.295 66.144 -112.276
727.661 66.139 -114.109
728.027 66.134 -115.952
728.394 66.130 -117.805
728.760 66.126 -119.668
729.126 66.123 -121.542
729.492 66.120 -123.425
729.858 66.118 -125.319
730.225 66.116 -127.221
730.591 66.115 -129.134
730.957 66.114 -131.056
731.323 66.113 -132.988
731.690 66.113 -134.929
732.056 66.113 -136.880
732.422 66.113 -138.840
732.788 66.114 -140.809
733.154 66.115 -142.787
733.521 66.117 -144.774
733.887 66.119 -146.770
734.253 66.121 -148.775
734.619 66.123 -150.790
734.985 66.126 -152.812
735.352 66.129 -154.844
735.718 66.132 -156.885
736.084 66.136 -158.935
736.450 66.140 -160.993
736.816 66.144 -163.060
737.183 66.148 -165.136
737.549 66.152 -167.220
737.915 66.157 -169.313
738.281 66.162 -171.416
738.648 66.167 -173.526
739.014 66.172 -175.646
739.380 66.177 -177.774
739.746 66.183 -179.911
740.112 66.188 177.944
740.479 66.194 175.789
740.845 66.200 173.626
741.211 66.206 171.454
741.577 66.212 169.273
741.943 66.218 167.083
742.310 66.224 164.885
742.676 66.230 162.677
743.042 66.236 160.460
743.408 66.243 158.235
743.774 66.249 156.000
744.141 66.255 153.756
744.507 66.262 151.503
744.873 66.268 149.240
745.239 66.275 146.969
745.606 66.281 144.688
745.972 66.287 142.398
746.338 66.294 140.098
746.704 66.300 137.789
747.070 66.306 135.469
747.437 66.313 133.141
747.803 66.319 130.803
748.169 66.325 128.455
748.535 66.332 126.097
748.901 66.338 123.730
749.268 66.344 121.353
749.634 66.350 118.965
750.000 66.356 116.568
750.366 66.362 114.160
750.732 66.368 111.743
751.099 66.374 109.315
751.465 66.380 106.878
751.831 66.385 104.430
752.197 66.391 101.972
752.564 66.397 99.503
752.930 66.402 97.025
753.296 66.408 94.536
753.662 66.414 92.036
754.028 66.419 89.527
754.395 66.424 87.006
754.761 66.430 84.476
755.127 66.435 81.935
755.493 66.440 79.384
755.859 66.446 76.822
756.226 66.451 74.250
756.592 66.456 71.668
756.958 66.461 69.075
757.324 66.466 66.472
757.690 66.471 63.859
758.057 66.476 61.236
758.423 66.481 58.602
758.789 66.486 55.959
759.155 66.491 53.305
759.522 66.496 50.641
759.888 66.501 47.968
760.254 66.506 45.284
760.620 66.511 42.592
760.986 66.516 39.889
761.353 66.522 37.177
761.719 66.527 34.455
762.085 66.532 31.724
762.451 66.537 28.984
762.817 66.542 26.235
763.184 66.547 23.477
763.550 66.553 20.710
763.916 66.558 17.935
764.282 66.563 15.151
764.648 66.569 12.359
765.015 66.574 9.558
765.381 66.580 6.750
765.747 66.586 3.934
766.113 66.591 1.111
766.480 66.597 -1.720
766.846 66.603 -4.558
767.212 66.609 -7.403
767.578 66.615 -10.254
767.944 66.622 -13.112
768.311 66.628 -15.977
768.677 66.634 -18.847
769.043 66.641 -21.723
769.409 66.647 -24.605
769.775 66.654 -27.492
770.142 66.661 -30.384
770.508 66.668 -33.281
770.874 66.675 -36.183
771.240 66.683 -39.089
771.607 66.690 -41.999
771.973 66.698 -44.913
772.339 66.705 -47.830
772.705 66.713 -50.751
773.071 66.721 -53.675
773.438 66.729 -56.601
773.804 66.737 -59.530
774.170 66.746 -62.461
774.536 66.754 -65.395
774.902 66.763 -68.330
775.269 66.772 -71.266
775.635 66.781 -74.204
776.001 66.790 -77.142
776.367 66.799 -80.081
776.733 66.808 -83.021
777.100 66.818 -85.961
777.466 66.827 -88.901
777.832 66.837 -91.840
778.198 66.847 -94.779
778.565 66.857 -97.717
778.931 66.867 -100.654
779.297 66.877 -103.590
779.663 66.888 -106.525
780.029 66.898 -109.458
780.396 66.909 -112.389
780.762 66.920 -115.318
781.128 66.931 -118.245
781.494 66.942 -121.169
781.860 66.953 -124.091
782.227 66.964 -127.010
782.593 66.975 -129.926
782.959 66.987 -132.839
783.325 66.998 -135.749
783.691 67.010 -138.655
784.058 67.022 -141.558
784.424 67.034 -144.457
784.790 67.046 -147.352
785.156 67.058 -150.243
785.523 67.070 -153.131
785.889 67.082 -156.014
786.255 67.095 -158.893
786.621 67.107 -161.768
786.987 67.119 -164.639
787.354 67.132 -167.505
787.720 67.145 -170.367
788.086 67.157 -173.224
788.452 67.170 -176.077
788.818 67.183 -178.925
789.185 67.196 178.232
789.551 67.209 175.393
789.917 67.222 172.559
790.283 67.235 169.729
790.649 67.249 166.904
791.016 67.262 164.084
791.382 67.275 161.268
791.748 67.289 158.457
792.114 67.302 155.651
792.481 67.315 152.849
792.847 67.329 150.052
793.213 67.343 147.259
793.579 67.356 144.470
793.945 67.370 141.687
794.312 67.384 138.907
794.678 67.398 136.132
795.044 67.411 133.361
795.410 67.425 130.594
795.776 67.439 127.832
796.143 67.453 125.073
796.509 67.467 122.319
796.875 67.482 119.569
797.241 67.496 116.823
797.607 67.510 114.080
797.974 67.524 111.341
798.340 67.539 108.606
798.706 67.553 105.875
799.072 67.568 103.147
799.439 67.582 100.423
799.805 67.597 97.702
800.171 67.612 94.985
800.537 67.626 92.271
800.903 67.641 89.560
801.270 67.656 86.853
801.636 67.671 84.149
802.002 67.686 81.448
802.368 67.701 78.751
802.734 67.717 76.056
803.101 67.732 73.365
803.467 67.747 70.677
803.833 67.763 67.991
804.199 67.779 65.309
804.565 67.794 62.630
804.932 67.810 59.954
805.298 67.826 57.281
805.664 67.842 54.612
806.030 67.859 51.945
806.397 67.875 49.281
806.763 67.891 46.621
807.129 67.908 43.964
807.495 67.925 41.310
807.861 67.941 38.659
808.228 67.958 36.011
808.594 67.976 33.367
808.960 67.993 30.727
809.326 68.010 28.089
809.692 68.028 25.456
810.059 68.046 22.826
810.425 68.063 20.200
810.791 68.082 17.578
811.157 68.100 14.960
811.523 68.118 12.347
811.890 68.137 9.737
812.256 68.155 7.132
812.622 68.174 4.532
812.988 68.193 1.936
813.355 68.213 -0.655
813.721 68.232 -3.241
814.087 68.252 -5.822
814.453 68.272 -8.397
814.819 68.292 -10.968
815.186 68.312 -13.532
815.552 68.332 -16.090
815.918 68.353 -18.643
816.284 68.373 -21.188
816.650 68.394 -23.729
817.017 68.415 -26.261
817.383 68.437 -28.787
817.749 68.458 -31.307
818.115 68.480 -33.818
818.482 68.502 -36.322
818.848 68.524 -38.819
819.214 68.546 -41.308
819.580 68.568 -43.788
819.946 68.591 -46.260
820.313 68.614 -48.723
820.679 68.636 -51.178
821.045 68.659 -53.623
821.411 68.683 -56.059
821.777 68.706 -58.485
822.144 68.730 -60.902
822.510 68.753 -63.309
822.876 68.777 -65.705
823.242 68.801 -68.090
823.608 68.825 -70.465
823.975 68.849 -72.829
824.341 68.873 -75.183
824.707 68.898 -77.523
825.073 68.922 -79.854
825.440 68.947 -82.171
825.806 68.972 -84.477
826.172 68.997 -86.770
826.538 69.022 -89.051
826.904 69.047 -91.318
827.271 69.072 -93.574
827.637 69.097 -95.815
828.003 69.122 -98.044
828.369 69.147 -100.259
828.735 69.173 -102.459
829.102 69.198 -104.646
829.468 69.223 -106.819
829.834 69.249 -108.978
830.200 69.274 -111.121
830.566 69.300 -113.250
830.933 69.325 -115.364
831.299 69.351 -117.463
831.665 69.376 -119.547
832.031 69.401 -121.615
832.398 69.427 -123.668
832.764 69.452 -125.705
833.130 69.478 -127.727
833.496 69.503 -129.731
833.862 69.528 -131.721
834.229 69.553 -133.694
834.595 69.578 -135.651
834.961 69.603 -137.591
835.327 69.628 -139.515
835.693 69.653 -141.422
836.060 69.678 -143.312
836.426 69.703 -145.186
836.792 69.727 -147.042
837.158 69.752 -148.882
837.524 69.776 -150.705
837.891 69.801 -152.511
838.257 69.825 -154.299
838.623 69.849 -156.070
838.989 69.873 -157.824
839.356 69.897 -159.561
839.722 69.920 -161.280
840.088 69.944 -162.982
840.454 69.967 -164.667
840.820 69.990 -166.334
841.187 70.014 -167.985
841.553 70.036 -169.617
841.919 70.059 -171.232
842.285 70.082 -172.831
842.651 70.104 -174.411
843.018 70.127 -175.974
843.384 70.149 -177.520
843.750 70.171 -179.048
844.116 70.192 179.440
844.482 70.214 177.946
844.849 70.236 176.469
845.215 70.257 175.009
845.581 70.278 173.566
845.947 70.299 172.141
846.314 70.320 170.732
846.680 70.340 169.340
847.046 70.360 167.965
847.412 70.381 166.606
847.778 70.401 165.265
848.145 70.421 163.940
848.511 70.440 162.631
848.877 70.460 161.339
849.243 70.479 160.063
849.609 70.498 158.803
849.976 70.517 157.560
850.342 70.536 156.333
850.708 70.555 155.121
851.074 70.573 153.925
851.440 70.591 152.745
851.807 70.610 151.580
852.173 70.628 150.431
852.539 70.645 149.297
852.905 70.663 148.179
853.272 70.681 147.075
853.638 70.698 145.987
854.004 70.715 144.913
854.370 70.732 143.854
854.736 70.749 142.810
855.103 70.766 141.780
855.469 70.783 140.764
855.835 70.799 139.763
856.201 70.816 138.775
856.567 70.832 137.801
856.934 70.848 136.841
857.300 70.864 135.895
857.666 70.880 134.962
858.032 70.896 134.042
858.398 70.912 133.136
858.765 70.928 132.243
859.131 70.943 131.362
859.497 70.959 130.494
859.863 70.974 129.639
860.230 70.990 128.795
860.596 71.005 127.965
860.962 71.020 127.146
861.328 71.035 126.339
861.694 71.050 125.544
862.061 71.065 124.760
862.427 71.080 123.988
862.793 71.095 123.227
863.159 71.110 122.477
863.525 71.125 121.738
863.892 71.139 121.010
864.258 71.154 120.292
864.624 71.169 119.585
864.990 71.183 118.889
865.357 71.198 118.202
865.723 71.213 117.525
866.089 71.227 116.858
866.455 71.242 116.201
866.821 71.257 115.553
867.188 71.271 114.915
867.554 71.286 114.285
867.920 71.300 113.665
868.286 71.315 113.053
868.652 71.330 112.450
869.019 71.344 111.855
869.385 71.359 111.270
869.751 71.374 110.691
870.117 71.388 110.121
870.483 71.403 109.559
870.850 71.418 109.004
871.216 71.432 108.457
871.582 71.447 107.917
871.948 71.462 107.385
872.315 71.477 106.859
872.681 71.492 106.340
873.047 71.507 105.829
873.413 71.522 105.323
873.779 71.536 104.824
874.146 71.551 104.331
874.512 71.566 103.844
874.878 71.582 103.363
875.244 71.597 102.888
875.610 71.612 102.418
875.977 71.627 101.954
876.343 71.642 101.496
876.709 71.657 101.042
877.075 71.673 100.593
877.441 71.688 100.149
877.808 71.703 99.710
878.174 71.718 99.275
878.540 71.734 98.845
878.906 71.749 98.419
879.273 71.764 97.997
879.639 71.780 97.579
880.005 71.795 97.165
880.371 71.811 96.755
880.737 71.826 96.348
881.104 71.842 95.945
881.470 71.857 95.544
881.836 71.872 95.147
882.202 71.888 94.754
882.568 71.903 94.363
882.935 71.919 93.975
883.301 71.934 93.589
883.667 71.949 93.206
884.033 71.965 92.825
884.399 71.980 92.447
884.766 71.995 92.071
885.132 72.010 91.697
885.498 72.026 91.324
885.864 72.041 90.954
886.231 72.056 90.585
886.597 72.071 90.218
886.963 72.086 89.853
887.329 72.101 89.489
887.695 72.116 89.126
888.062 72.130 88.764
888.428 72.145 88.404
888.794 72.160 88.044
889.160 72.174 87.686
889.526 72.188 87.328
889.893 72.203 86.971
890.259 72.217 86.615
890.625 72.231 86.259
890.991 72.245 85.904
891.357 72.259 85.549
891.724 72.273 85.194
892.090 72.286 84.840
892.456 72.300 84.486
892.822 72.313 84.132
893.189 72.326 83.779
893.555 72.339 83.425
893.921 72.352 83.071
894.287 72.365 82.717
894.653 72.377 82.363
895.020 72.390 82.008
895.386 72.402 81.654
895.752 72.414 81.299
896.118 72.426 80.943
896.484 72.437 80.587
896.851 72.449 80.231
897.217 72.460 79.875
897.583 72.471 79.517
897.949 72.482 79.159
898.315 72.492 78.801
898.682 72.503 78.441
899.048 72.513 78.082
899.414 72.523 77.721
899.780 72.533 77.359
900.147 72.543 76.998
900.513 72.552 76.635
900.879 72.561 76.271
901.245 72.570 75.906
901.611 72.578 75.541
901.978 72.587 75.175
902.344 72.595 74.808
902.710 72.603 74.440
903.076 72.611 74.071
903.442 72.618 73.701
903.809 72.625 73.331
904.175 72.632 72.958
904.541 72.639 72.586
904.907 72.645 72.213
905.273 72.651 71.838
905.640 72.657 71.463
906.006 72.663 71.087
906.372 72.668 70.709
906.738 72.673 70.332
907.105 72.678 69.952
907.471 72.683 69.572
907.837 72.687 69.191
908.203 72.691 68.810
908.569 72.695 68.427
908.936 72.698 68.043
909.302 72.701 67.659
909.668 72.704 67.273
910.034 72.707 66.887
910.400 72.709 66.500
910.767 72.711 66.112
911.133 72.713 65.724
911.499 72.714 65.334
911.865 72.716 64.944
912.232 72.717 64.553
912.598 72.717 64.161
912.964 72.718 63.769
913.330 72.718 63.375
913.696 72.717 62.981
914.063 72.717 62.587
914.429 72.716 62.192
914.795 72.715 61.796
915.161 72.714 61.399
915.527 72.712 61.002
915.894 72.710 60.604
916.260 72.708 60.206
916.626 72.705 59.807
916.992 72.703 59.408
917.358 72.700 59.007
917.725 72.696 58.607
918.091 72.692 58.206
918.457 72.689 57.805
918.823 72.684 57.403
919.190 72.680 57.001
919.556 72.675 56.598
919.922 72.670 56.195
920.288 72.664 55.792
920.654 72.659 55.389
921.021 72.653 54.985
921.387 72.646 54.581
921.753 72.640 54.176
922.119 72.633 53.772
922.485 72.626 53.367
922.852 72.618 52.962
923.218 72.610 52.557
923.584 72.602 52.152
923.950 72.594 51.747
924.316 72.585 51.341
924.683 72.576 50.936
925.049 72.567 50.530
925.415 72.557 50.125
925.781 72.547 49.719
926.148 72.537 49.314
926.514 72.527 48.909
926.880 72.516 48.503
927.246 72.505 48.098
927.612 72.493 47.693
927.979 72.481 47.288
928.345 72.469 46.884
928.711 72.457 46.479
929.077 72.444 46.075
929.443 72.431 45.671
929.810 72.418 45.268
930.176 72.404 44.864
930.542 72.390 44.461
930.908 72.376 44.058
931.274 72.361 43.656
931.641 72.346 43.254
932.007 72.331 42.853
932.373 72.315 42.452
932.739 72.299 42.051
933.106 72.283 41.651
933.472 72.266 41.251
933.838 72.249 40.852
934.204 72.232 40.454
934.570 72.215 40.056
934.937 72.197 39.659
935.303 72.178 39.262
935.669 72.160 38.866
936.035 72.141 38.470
936.401 72.122 38.075
936.768 72.102 37.681
937.134 72.082 37.288
937.500 72.062 36.895
937.866 72.041 36.503
938.232 72.020 36.112
938.599 71.998 35.721
938.965 71.977 35.332
939.331 71.955 34.942
939.697 71.932 34.554
940.064 71.909 34.167
940.430 71.886 33.780
940.796 71.863 33.394
941.162 71.839 33.009
941.528 71.815 32.625
941.895 71.790 32.242
942.261 71.765 31.859
942.627 71.740 31.477
942.993 71.714 31.096
943.359 71.688 30.716
943.726 71.662 30.337
944.092 71.635 29.958
944.458 71.608 29.581
944.824 71.581 29.204
945.190 71.553 28.827
945.557 71.525 28.452
945.923 71.496 28.077
946.289 71.467 27.703
946.655 71.438 27.330
947.022 71.409 26.957
947.388 71.379 26.585
947.754 71.348 26.214
948.120 71.318 25.843
948.486 71.287 25.473
948.853 71.255 25.103
949.219 71.224 24.734
949.585 71.191 24.365
949.951 71.159 23.997
950.317 71.126 23.629
950.684 71.093 23.262
951.050 71.059 22.895
951.416 71.026 22.527
951.782 70.991 22.161
952.148 70.957 21.794
952.515 70.922 21.427
952.881 70.887 21.061
953.247 70.851 20.694
953.613 70.815 20.327
953.980 70.779 19.960
954.346 70.742 19.593
954.712 70.705 19.225
955.078 70.668 18.857
955.444 70.630 18.489
955.811 70.592 18.120
956.177 70.554 17.750
956.543 70.516 17.379
956.909 70.477 17.007
957.275 70.437 16.635
957.642 70.398 16.262
958.008 70.358 15.887
958.374 70.318 15.511
958.740 70.277 15.134
959.107 70.237 14.755
959.473 70.196 14.375
959.839 70.154 13.993
960.205 70.112 13.608
960.571 70.071 13.223
960.938 70.028 12.834
961.304 69.986 12.444
961.670 69.943 12.051
962.036 69.900 11.656
962.402 69.857 11.258
962.769 69.813 10.857
963.135 69.769 10.454
963.501 69.725 10.047
963.867 69.681 9.637
964.233 69.636 9.223
964.600 69.591 8.806
964.966 69.546 8.385
965.332 69.501 7.960
965.698 69.455 7.531
966.065 69.410 7.097
966.431 69.364 6.660
966.797 69.318 6.217
967.163 69.271 5.770
967.529 69.225 5.317
967.896 69.178 4.859
968.262 69.131 4.396
968.628 69.084 3.928
968.994 69.037 3.453
969.360 68.989 2.972
969.727 68.942 2.485
970.093 68.894 1.992
970.459 68.846 1.492
970.825 68.798 0.985
971.191 68.750 0.471
971.558 68.702 -0.050
971.924 68.654 -0.580
972.290 68.605 -1.116
972.656 68.557 -1.661
973.023 68.508 -2.214
973.389 68.459 -2.776
973.755 68.411 -3.346
974.121 68.362 -3.926
974.487 68.313 -4.514
974.854 68.264 -5.112
975.220 68.215 -5.720
975.586 68.166 -6.338
975.952 68.117 -6.966
976.318 68.068 -7.604
976.685 68.020 -8.253
977.051 67.971 -8.914
977.417 67.922 -9.585
977.783 67.873 -10.268
978.149 67.824 -10.963
978.516 67.776 -11.670
978.882 67.727 -12.389
979.248 67.678 -13.121
979.614 67.630 -13.865
979.981 67.582 -14.623
980.347 67.533 -15.394
980.713 67.485 -16.179
981.079 67.437 -16.978
981.445 67.390 -17.791
981.812 67.342 -18.618
982.178 67.295 -19.460
982.544 67.248 -20.317
982.910 67.201 -21.189
983.276 67.154 -22.078
983.643 67.107 -22.982
984.009 67.061 -23.902
984.375 67.015 -24.838
984.741 66.969 -25.792
985.107 66.924 -26.762
985.474 66.878 -27.749
985.840 66.834 -28.754
986.206 66.789 -29.777
986.572 66.745 -30.817
986.939 66.701 -31.877
987.305 66.658 -32.955
987.671 66.615 -34.051
988.037 66.572 -35.167
988.403 66.530 -36.302
988.770 66.488 -37.457
989.136 66.446 -38.632
989.502 66.406 -39.827
989.868 66.365 -41.043
990.234 66.325 -42.279
990.601 66.286 -43.537
990.967 66.247 -44.815
991.333 66.208 -46.116
991.699 66.170 -47.438
992.065 66.133 -48.782
992.432 66.096 -50.148
992.798 66.060 -51.537
993.164 66.024 -52.949
993.530 65.989 -54.383
993.897 65.955 -55.841
994.263 65.921 -57.323
994.629 65.888 -58.828
994.995 65.855 -60.357
995.361 65.823 -61.911
995.728 65.792 -63.488
996.094 65.762 -65.091
996.460 65.732 -66.718
996.826 65.703 -68.370
997.192 65.675 -70.048
997.559 65.647 -71.750
997.925 65.620 -73.479
998.291 65.594 -75.234
998.657 65.568 -77.014
999.023 65.544 -78.821
999.390 65.520 -80.654
999.756 65.497 -82.514
1000.122 65.474 -84.400
1000.488 65.453 -86.314
1000.855 65.432 -88.255
1001.221 65.412 -90.223
1001.587 65.393 -92.218
1001.953 65.374 -94.241
1002.319 65.357 -96.291
1002.686 65.340 -98.370
1003.052 65.324 -100.476
1003.418 65.309 -102.610
1003.784 65.295 -104.773
1004.150 65.281 -106.964
1004.517 65.269 -109.184
1004.883 65.257 -111.431
1005.249 65.246 -113.708
1005.615 65.236 -116.013
1005.982 65.226 -118.348
1006.348 65.218 -120.710
1006.714 65.210 -123.103
1007.080 65.203 -125.524
1007.446 65.197 -127.974
1007.813 65.191 -130.454
1008.179 65.187 -132.962
1008.545 65.183 -135.500
1008.911 65.180 -138.067
1009.277 65.178 -140.664
1009.644 65.177 -143.290
1010.010 65.176 -145.945
1010.376 65.176 -148.629
1010.742 65.177 -151.343
1011.108 65.178 -154.086
1011.475 65.181 -156.859
1011.841 65.184 -159.661
1012.207 65.187 -162.493
1012.573 65.192 -165.353
1012.940 65.197 -168.243
1013.306 65.203 -171.162
1013.672 65.209 -174.110
1014.038 65.216 -177.088
1014.404 65.224 179.906
1014.771 65.232 176.870
1015.137 65.241 173.806
1015.503 65.251 170.713
1015.869 65.261 167.591
1016.235 65.272 164.440
1016.602 65.283 161.261
1016.968 65.295 158.054
1017.334 65.307 154.818
1017.700 65.320 151.554
1018.066 65.334 148.262
1018.433 65.348 144.942
1018.799 65.362 141.594
1019.165 65.377 138.218
1019.531 65.392 134.815
1019.898 65.408 131.385
1020.264 65.424 127.928
1020.630 65.441 124.443
1020.996 65.458 120.932
1021.362 65.475 117.394
1021.729 65.493 113.829
1022.095 65.511 110.238
1022.461 65.530 106.621
1022.827 65.549 102.978
1023.193 65.568 99.310
1023.560 65.587 95.615
1023.926 65.607 91.896
1024.292 65.627 88.153
1024.658 65.647 84.383
1025.024 65.668 80.589
1025.391 65.688 76.771
1025.757 65.709 72.929
1026.123 65.731 69.063
1026.489 65.752 65.173
1026.855 65.773 61.260
1027.222 65.795 57.323
1027.588 65.817 53.364
1027.954 65.839 49.382
1028.320 65.861 45.377
1028.687 65.883 41.351
1029.053 65.906 37.303
1029.419 65.928 33.233
1029.785 65.951 29.142
1030.151 65.973 25.030
1030.518 65.996 20.897
1030.884 66.019 16.744
1031.250 66.042 12.571
1031.616 66.065 8.377
1031.982 66.087 4.165
1032.349 66.110 -0.068
1032.715 66.133 -4.319
1033.081 66.156 -8.589
1033.447 66.179 -12.877
1033.813 66.202 -17.184
1034.180 66.224 -21.509
1034.546 66.247 -25.851
1034.912 66.270 -30.209
1035.278 66.292 -34.585
1035.645 66.315 -38.978
1036.011 66.338 -43.387
1036.377 66.360 -47.812
1036.743 66.382 -52.252
1037.109 66.404 -56.709
1037.476 66.426 -61.180
1037.842 66.448 -65.666
1038.208 66.470 -70.167
1038.574 66.492 -74.682
1038.941 66.514 -79.210
1039.307 66.535 -83.753
1039.673 66.556 -88.309
1040.039 66.577 -92.878
1040.405 66.598 -97.460
1040.772 66.619 -102.054
1041.138 66.640 -106.661
1041.504 66.660 -111.279
1041.870 66.680 -115.909
1042.236 66.701 -120.550
1042.603 66.720 -125.203
1042.969 66.740 -129.866
1043.335 66.760 -134.540
1043.701 66.779 -139.224
1044.068 66.798 -143.918
1044.434 66.817 -148.622
1044.800 66.835 -153.335
1045.166 66.853 -158.058
1045.532 66.872 -162.790
1045.899 66.889 -167.530
1046.265 66.907 -172.278
1046.631 66.924 -177.035
1046.997 66.942 178.200
1047.363 66.958 173.427
1047.730 66.975 168.647
1048.096 66.991 163.860
1048.462 67.008 159.065
1048.828 67.023 154.264
1049.194 67.039 149.457
1049.561 67.054 144.643
1049.927 67.069 139.822
1050.293 67.084 134.996
1050.659 67.098 130.164
1051.026 67.113 125.326
1051.392 67.127 120.483
1051.758 67.140 115.635
1052.124 67.153 110.782
1052.490 67.166 105.924
1052.857 67.179 101.062
1053.223 67.192 96.194
1053.589 67.204 91.323
1053.955 67.216 86.447
1054.321 67.227 81.568
1054.688 67.238 76.685
1055.054 67.249 71.797
1055.420 67.260 66.907
1055.786 67.270 62.013
1056.152 67.280 57.116
1056.519 67.290 52.215
1056.885 67.299 47.312
1057.251 67.308 42.406
1057.617 67.317 37.497
1057.984 67.325 32.585
1058.350 67.334 27.671
1058.716 67.341 22.754
1059.082 67.349 17.835
1059.448 67.356 12.913
1059.815 67.363 7.990
1060.181 67.370 3.064
1060.547 67.376 -1.864
1060.913 67.382 -6.793
1061.279 67.387 -11.725
1061.646 67.393 -16.659
1062.012 67.398 -21.594
1062.378 67.402 -26.531
1062.744 67.407 -31.470
1063.110 67.411 -36.410
1063.477 67.414 -41.352
1063.843 67.418 -46.295
1064.209 67.421 -51.241
1064.575 67.424 -56.187
1064.942 67.426 -61.135
1065.308 67.428 -66.084
1065.674 67.430 -71.035
1066.040 67.432 -75.987
1066.406 67.433 -80.941
1066.773 67.434 -85.896
1067.139 67.434 -90.853
1067.505 67.435 -95.811
1067.871 67.435 -100.770
1068.237 67.434 -105.730
1068.604 67.434 -110.692
1068.970 67.433 -115.656
1069.336 67.432 -120.621
1069.702 67.430 -125.587
1070.068 67.428 -130.556
1070.435 67.426 -135.525
1070.801 67.424 -140.496
1071.167 67.421 -145.469
1071.533 67.418 -150.443
1071.900 67.415 -155.419
1072.266 67.411 -160.397
1072.632 67.407 -165.377
1072.998 67.403 -170.358
1073.364 67.399 -175.341
1073.731 67.394 179.674
1074.097 67.389 174.687
1074.463 67.384 169.698
1074.829 67.378 164.707
1075.195 67.373 159.713
1075.562 67.367 154.718
1075.928 67.360 149.720
1076.294 67.354 144.720
1076.660 67.347 139.718
1077.026 67.340 134.713
1077.393 67.332 129.706
1077.759 67.325 124.696
1078.125 67.317 119.684
1078.491 67.309 114.668
1078.858 67.300 109.651
1079.224 67.292 104.630
1079.590 67.283 99.606
1079.956 67.274 94.580
1080.322 67.264 89.550
1080.689 67.255 84.518
1081.055 67.245 79.481
1081.421 67.235 74.442
1081.787 67.225 69.400
1082.153 67.214 64.354
1082.520 67.204 59.305
1082.886 67.193 54.252
1083.252 67.182 49.195
1083.618 67.171 44.135
1083.984 67.159 39.071
1084.351 67.147 34.004
1084.717 67.136 28.932
1085.083 67.124 23.857
1085.449 67.111 18.777
1085.816 67.099 13.694
1086.182 67.086 8.606
1086.548 67.073 3.515
1086.914 67.061 -1.582
1087.280 67.047 -6.682
1087.647 67.034 -11.787
1088.013 67.021 -16.896
1088.379 67.007 -22.009
1088.745 66.993 -27.127
1089.111 66.979 -32.250
1089.478 66.965 -37.377
1089.844 66.951 -42.510
1090.210 66.937 -47.646
1090.576 66.922 -52.788
1090.943 66.908 -57.934
1091.309 66.893 -63.085
1091.675 66.878 -68.241
1092.041 66.863 -73.402
1092.407 66.848 -78.568
1092.774 66.833 -83.739
1093.140 66.818 -88.915
1093.506 66.802 -94.095
1093.872 66.787 -99.281
1094.238 66.771 -104.472
1094.605 66.755 -109.668
1094.971 66.740 -114.869
1095.337 66.724 -120.075
1095.703 66.708 -125.287
1096.069 66.692 -130.503
1096.436 66.676 -135.725
1096.802 66.660 -140.951
1097.168 66.643 -146.183
1097.534 66.627 -151.420
1097.901 66.611 -156.662
1098.267 66.594 -161.910
1098.633 66.578 -167.162
1098.999 66.562 -172.419
1099.365 66.545 -177.682
1099.732 66.528 177.050
1100.098 66.512 171.778
1100.464 66.495 166.500
1100.830 66.479 161.217
1101.196 66.462 155.930
1101.563 66.445 150.637
1101.929 66.428 145.339
1102.295 66.412 140.037
1102.661 66.395 134.730
1103.027 66.378 129.417
1103.394 66.361 124.101
